n1	n2	n3	n4	exports	imports	n_suppliers	total_trans_cl	n_clients	total_trans_sp	distance_m_cl	distance_m_sp
C	C10	C104	C1040	32862793.218085136	27668163.275265962	544.3634204275535	20404291.57636578	112.31135531135531	14261131.753553124	90098.79379147675	94939.5867191976
C	C10	C105	C1050	2306750.0286875004	1886285.3123750011	166.54497354497354	2967645.2444642857	16.30224664619363	900886.7762437356	46821.53334874715	58874.53114183148
C	C10	C106	C1061	2240650.553460122	1265006.308981595	126.21564160971906	1076455.1258769946	13.011596548004315	636455.7246871638	44142.155711097905	77592.87995542445
C	C10	C106	C1062	199071.0096428572	102074.79125000002	74.03846153846153	370530.7003846154	11.539130434782608	143290.9677391304	39128.8959405544	120935.27392658459
C	C10	C107	C1071	335223.71411728393	461477.4421728397	124.8190243902439	807445.6540487788	12.600464653169599	52105.65326120147	53154.914903006844	48409.55715717729
C	C10	C107	C1072	6422559.839081964	2400974.1968196696	296.94011976047904	6399061.79832335	11.746464646464647	2387290.574797981	32061.69371905573	71628.19216557982
C	C10	C107	C1073	1490391.5107653053	1058036.547602041	194.5236842105263	2509468.2121315785	20.983731019522775	294956.7904266091	44580.630520355924	43274.94019017709
C	C10	C107	C1074	1212759.587983871	1580395.5358870968	198.04545454545453	1268277.788636364	34.5774378585086	829336.7228680693	27602.368953698646	44712.19188028393
C	C10	C107	C1075	27591.12096852301	11959.254842615012	96.31914893617021	98460.35925531913	25.943001899936668	2124399.2014566176	41142.905963374826	101289.96174344173
C	C10	C107	C1079	7895118.89088536	4480810.129614072	190.66419019316493	3684996.8751857313	40.14794175804422	1795842.5702175149	58531.99451001524	62979.56366911625
C	C10	C108	C1080	5256663.691888489	4206664.882859707	221.37127371273712	3865194.2639972875	28.31921110299489	2462486.605157052	54602.41081559207	61405.79613361807
C	C11	C110	C1101	494962.11561919504	510157.93794117635	122.31521739130434	767717.8036956525	13.25038323965253	467521.9012621365	41715.528712448104	57609.22419695736
C	C11	C110	C1102	2394544.136340208	2122564.444793814	216.82835820895522	4282408.834850742	40.857585139318886	2687040.8598142434	60102.495033115374	127575.87269971106
C	C11	C110	C1103	1627388.3484873949	4071249.0452100835	462.55	33173981.816500008	18.67132867132867	23379541.87458042	34101.20560744185	61595.97761350893
C	C11	C110	C1104	1249629.486684842	1773271.65814613	149.6816192560175	2926632.702297596	37.4083689676237	722916.3624221134	45432.72960999093	70732.64441275639
C	C12	C120	C1200	5976.476086956521	2842859.8395652175	322.70588235294116	9534796.111764707	3.9696969696969697	46683020.77121212	135147.58731124425	32834.46543778802
C	C13	C131	C1311	1370546.795821918	224428.1016438356	186.39411764705883	929280.5669999997	38.6031746031746	1044322.8199773233	59045.9669891722	40210.94165959803
C	C13	C131	C1312	477970.218497268	285954.63423497276	103.26794258373205	522540.5072248801	10.36412078152753	131861.31224511526	40954.482594163324	53179.7122892948
C	C13	C131	C1313	126035.13983606553	66097.35434426235	117.22082018927445	234637.4887066246	10.086478738652652	36367.87171763019	39724.924446811376	30758.297189544715
C	C13	C139	C1391	285056.77499999997	80849.42381578944	172.625	561691.0812499999	25.17156862745098	184870.4223529411	45392.9011290421	11345.38900546836
C	C13	C139	C1392	434360.2371465294	261200.54634961416	106.24	499955.0685948726	14.44919323857088	79058.09869957736	65470.86074546622	36863.63532837016
C	C13	C139	C1393	566957.0924275364	192555.54688405796	107.15873015873017	1444536.0830158724	19.69172932330827	198675.8996616539	69465.59351094994	37811.10667075823
C	C13	C139	C1394	281167.4053293414	116716.1348502994	116.3623188405797	329013.58173913055	20.546875	173592.48180803587	28533.04156641016	32353.846432607465
C	C13	C139	C1399	796598.6256334836	358061.3772850679	145.77477477477478	781409.7783963957	18.598859315589355	208561.5282224338	34816.69730234804	33914.578390428025
C	C14	C141	C1410	992225.7793716715	539932.6451011716	104.53917116094237	370557.0100879932	7.158512931034482	38676.5458475702	41319.49268131098	44693.70566568775
C	C14	C142	C1420	314882.6678865979	324563.24103092786	131.20833333333334	640733.3268055553	9.616888888888889	143533.22097777767	36482.38489580969	80097.73397507108
C	C14	C143	C1430	1086436.8961333332	268901.04253333324	118.35514018691589	809208.5477102807	12.287593984962406	264268.26464285713	73331.09502928519	46101.33179597467
C	C15	C151	C1511	219835.0012790698	356232.4899999999	127.4	693016.502	5.930463576158941	98204.09817880791	18224.361259377318	66837.56377620208
C	C15	C151	C1512	303989.90479892737	97790.19758713138	110.67676767676768	345566.8678451176	10.80471659081506	45950.605858502255	65264.32613393619	61417.74947575062
C	C15	C152	C1520	1009793.5936486493	595205.5688513512	146.80840664711633	479188.8713098727	8.806262729124237	83190.3434635946	46063.94108657304	118254.32292651832
C	C16	C161	C1610	162208.4392316926	88332.02243697473	108.27215189873418	268973.2401898735	11.314814814814815	62091.18923032395	69810.86394214205	54287.49047333154
C	C16	C162	C1621	2281178.2049425286	2610479.707988506	386.9781420765027	6476351.126284154	16.08502024291498	2086907.4696963583	55969.62416925095	53982.39914535707
C	C16	C162	C1622	154832.2438585704	75274.78275172942	133.61737523105361	245380.87727356754	7.441542064492884	29698.5387069898	46097.45676876487	26910.98696178014
C	C16	C162	C1623	286501.66090410965	95372.14676712328	109.50292397660819	471718.7935672511	8.898854961832061	143471.9177194658	45686.920379583535	62153.11429116851
C	C16	C162	C1629	79136.16723958332	38625.48677083332	107.49264705882354	237298.87889705884	8.779261155815655	19557.13544989027	36219.055879953165	45104.36317284023
C	C17	C170	C1701	17637266.792484086	5631996.791592358	253.6614785992218	4948664.282568093	45.675229357798166	6411771.262917436	36676.34682065971	57340.756004300485
C	C17	C170	C1702	14785649.206976749	6656627.592015503	231.94230769230768	6040048.908317307	85.70539419087137	6829853.830497926	46037.23838145598	38315.39621333719
C	C17	C170	C1709	3698950.4343333333	823539.3766296298	179.19495412844037	1409848.1336467897	47.45043246839654	1082077.2287757797	48293.65885389509	38975.9329368806
C	C18	C181	C1811	468945.64412844094	252974.78213302753	116.47662694775435	337985.4143858845	23.785267331639922	84816.78261941647	48101.38765184118	32118.561394166765
C	C18	C181	C1812	1181459.5834337876	483603.4408949767	117.1390860692103	335063.68583407253	41.72102564102564	166216.90176410097	35505.3014748332	22451.413068937723
C	C18	C182	C1820	67896.56891402717	30765.149321266967	56.97752808988764	173153.89235955058	15.265758091993186	53150.09655877341	13668.98232545077	44979.94597164842
C	C19	C191	C1910	81.824	0.0			5.2	627.694		46649.72222222223
C	C19	C192	C1920	6383387.757931035	6064302.017068963	182.7826086956522	5043439.799021737	72.53100775193798	4932853.885775194	35301.813235055895	122214.85396293856
C	C20	C201	C2011	2306779.516150236	1155476.5511267602	155.0787037037037	1163948.5222222216	82.90463917525773	1311974.6393298972	64406.886776401014	57376.22207345093
C	C20	C201	C2012	137259.9376335878	123010.69608142492	119.13286713286713	230572.09779720288	14.271356783919598	104170.36595477398	61916.88913896369	79606.43291315057
C	C20	C201	C2013	5122753.532530611	1881053.112653061	175.97034764826176	1272788.254723925	51.843556555993246	1809951.6854361289	40032.47883173667	50872.89391330741
C	C20	C202	C2021	1533544.6487603309	526113.5939669422	179.99065420560748	608899.2965732086	51.06307692307692	753813.4092615383	56360.17980717796	72830.99078406522
C	C20	C202	C2022	7637293.172952381	2758141.9175238106	226.9020979020979	2682900.107692306	146.04573804573803	3025103.0050311843	54939.53514261927	61369.42357957069
C	C20	C202	C2023	5370553.665016729	1630691.6402675593	231.38705583756345	1687523.4211040603	28.505191873589165	928837.8117652369	53091.94403140926	66256.59258545801
C	C20	C202	C2029	2383473.810452175	909406.1337913043	171.91919191919192	872945.9203885002	54.470829391359196	785423.3990633851	62680.772935702225	56303.55979389898
C	C20	C203	C2030	66541.97583333333	11370.473333333333	32.166666666666664	304380.1216666667	24.166666666666668	165088.13333333333		
C	C21	C210	C2100	8913189.725742573	1824712.7695049508	299.15392254220455	1238671.9181628593	81.87341772151899	3023986.714623974	59609.640711604436	98785.97409144566
C	C22	C221	C2211	5724580.706275511	1017356.4198469386	276.88079470198676	2363838.4941721857	30.160649819494584	2345207.6313718418	102757.1493574954	51379.79254137954
C	C22	C221	C2219	426594.58677524433	240208.86335504882	121.57317073170732	341651.54850609746	44.630667765869745	154635.5633800495	49473.085671546716	46599.43550150913
C	C22	C222	C2220	7140146.49662083	1616242.1255009833	179.9614783966684	1128484.5314055178	48.47483111789061	1312030.58296579	32170.18967190965	54448.34983510406
C	C23	C231	C2310	616064.0829147286	258834.9425116279	148.12116316639742	589135.9411631657	17.01306604617863	150871.16654197243	56087.76579608537	34388.49951230616
C	C23	C239	C2391	173508.3878114478	122168.10685746347	102.40277777777777	700148.4695833334	8.106239460370995	61367.7764418212	33058.430625231456	39975.71085085012
C	C23	C239	C2392	2753052.1940414505	866953.9339896373	326.14344262295083	4066956.1109426226	34.90070921985816	856000.5486820342	33230.055595795035	56684.00838903647
C	C23	C239	C2393	73477.36525280897	42555.09396067417	100.63934426229508	256755.15311475412	7.0360576923076925	33417.482639423084	34832.973770100245	77787.95953551569
C	C23	C239	C2394	24333463.802567564	15725890.49594595	626.3384615384615	42911912.369076945	90.6978021978022	32960273.448571425	64226.04726732476	42369.00823861393
C	C23	C239	C2395	879730.3869524692	493799.6747437092	153.6452599388379	1053094.3577828733	16.101267625694344	254022.06069790688	44424.37875527185	40209.76584106947
C	C23	C239	C2396	63830.94099616854	33602.98463601532	135.59868421052633	221768.11006578951	6.889031156636791	30645.50651728555	54070.762655491606	31482.01340889386
C	C23	C239	C2399	781406.5436448598	686299.7980373832	161.96470588235294	880630.124058823	22.826589595375722	593878.9980057806	48809.10174590543	40226.45751704111
C	C24	C241	C2410	12356212.101333331	3946556.5206666677	396.1910569105691	6655477.874756095	64.15594441585178	4417027.262104997	51667.52581362778	54199.3827488764
C	C24	C242	C2420	1213333.9554433492	578257.5235714285	127.25296442687747	1046217.4821343871	21.076158940397352	535715.7266721854	41525.10700785521	43868.09884498117
C	C24	C243	C2431	127588.89241830065	46454.84261437908	89.46268656716418	254512.518955224	27.69888475836431	129876.39684014859	37699.55137332112	54182.298354293926
C	C24	C243	C2432	35883.41921052633	449.6878947368421	27.0	15691.029999999999	7.475609756097561	29390.65426829269	108367.26917168853	45402.77606646747
C	C25	C251	C2511	371108.6576864452	202204.34747958626	113.01873727087576	365181.1319022402	7.970655926352129	42687.768275862036	48638.04116948428	39100.42880850268
C	C25	C251	C2512	1495704.2751624547	340282.8952707582	213.9135446685879	884971.4475792509	15.131876412961567	709236.5706480783	42637.72026943953	67985.04309460576
C	C25	C251	C2513	85795.13466666668	56928.98226666665	95.29230769230769	260548.85184615376	26.193693693693692	122613.63621621627	68216.50199364897	19975.588901229185
C	C25	C252	C2520	679857.8233333334	307898.61397849466	215.23076923076923	2451528.575384615	8.991452991452991	286216.05999999994	89757.75763541435	72834.67015161087
C	C25	C259	C2591	2587716.2282208586	724497.4183435583	257.8944099378882	1142259.9461076597	12.976352887676217	835234.7337926325	38361.42199580746	28268.914868464188
C	C25	C259	C2592	321878.1252056964	48539.73723892406	120.5899814471243	152405.87730983287	8.22827711188122	29114.814741360013	35328.11139812631	51129.520860481345
C	C25	C259	C2593	180217.84251738535	35042.611738525724	110.6923076923077	401969.1982051282	19.160778985507246	42487.61969655786	44363.62008469651	41738.60444447537
C	C25	C259	C2599	1860888.4275213673	165183.1701709402	149.06944444444446	885786.9195833332	27.58205128205128	435167.9353397444	55244.15331485836	44982.22080629917
C	C26	C261	C2610	20545.148600000004	21765.333199999997	53.76470588235294	437967.28705882357	11.205128205128204	67323.65871794871	100188.78901971635	77115.84476915898
C	C26	C262	C2620	2101099.8014285704	748214.9100000001	321.3333333333333	2518748.684999999	572.9166666666666	2742292.857916667	152071.95598300968	50876.774581332196
C	C26	C263	C2630	39236.148971831	16001.125309859155	85.30412371134021	149059.00474226804	10.42123845736013	23246.785497012515	35672.059190602275	35866.9922635369
C	C26	C264	C2640	3001710.034642857	418181.74526785704	158.78688524590163	1049949.2149180328	16.411552346570396	1338027.7818050543	62005.78225385492	43104.316779439825
C	C26	C265	C2651	934628.4594300521	302040.4410362695	110.65665236051503	384075.4099141632	22.5	319311.8843534484	48562.89473026728	30204.005135361014
C	C26	C265	C2652	6610.3467647058815	181.6794117647059	51.0	37039.135	4.724137931034483	9523.051724137931		37980.07827380953
C	C26	C266	C2660	9439.946956521739	0.0			12.73913043478261	28904.046956521743		178646.26714632244
C	C26	C267	C2670	25494.713614457836	47729.30867469878	88.15789473684211	170030.69768421052	11.126331811263318	18225.334855403347	57980.07550907754	72178.22848776815
C	C27	C271	C2710	440302.25837862346	173328.52529891292	125.99735099337748	311648.7507152315	10.658929060531362	74944.68734045459	42429.741490273	37274.62946613439
C	C27	C272	C2720	1022468.6526315791	405683.50157894735	301.1142857142857	2621085.7642857153	71.4186046511628	1862756.1979069768	5760.099079187105	29060.549033709645
C	C27	C273	C2731	4504600.75081081	152664.74972972972	99.32432432432432	514034.76270270254	42.345454545454544	4755967.658181818	8114.563115731993	28269.98184374244
C	C27	C273	C2732	8658858.01625	536098.0041666665	709.4705882352941	5968535.576470588	203.6451612903226	12589035.709677415	51050.83611294794	186146.88943176417
C	C27	C273	C2733	7885470.028055555	493490.255	303.5897435897436	1683489.4920512822	95.65714285714286	6077597.735714285	50308.78082116294	41873.71800515764
C	C27	C274	C2740	83582.34841571613	39097.04510773128	81.12709832134293	181201.9487769785	9.638829787234043	27516.16016356378	41910.743593057894	39447.00057635134
C	C27	C275	C2750	3918789.9194444437	2454769.8629292934	306.0973451327434	10873658.552743362	23.406802721088436	2473713.194952382	43270.43724622085	55129.08057196827
C	C27	C279	C2790	255266.58503355712	66147.99791946309	160.56701030927834	549968.896082474	26.8224043715847	192149.30478142083	44455.34171930239	52612.85330026488
C	C28	C281	C2811	115690.67982171797	68017.32066450565	124.68947368421053	201074.63028947366	19.219142383321486	42611.99937929407	38437.00114661904	44437.70736698202
C	C28	C281	C2812	99515.47034759348	71967.2794919786	141.1483870967742	413553.43619354826	19.048132183908045	143803.4566594827	54185.290758518124	41007.208884819396
C	C28	C281	C2813	3038225.446666666	1135605.0396124031	348.1621621621622	2471900.0601351354	85.66134185303514	1376827.6666453665	59808.936444545296	59174.09321676919
C	C28	C281	C2814	38099.092272727285	11793.512727272724	120.13513513513513	182105.9797297298	16.52857142857143	69562.50185714287	71971.85267385464	29342.017062617637
C	C28	C281	C2815	468922.1957812499	189371.36285156244	206.59722222222223	577097.0794907408	16.487459105779717	299392.7099563797	46842.02776437446	42644.441879558224
C	C28	C281	C2816	485401.4780487804	327195.2081707317	213.71153846153845	1260194.528269231	15.375565610859729	190258.95788838618	49347.54632015999	45021.729517999316
C	C28	C281	C2817	10790.926	1407.2454999999998	38.625	41853.36000000001	9.5625	13252.4128125	1847.280138339921	71747.78649346346
C	C28	C281	C2818	75862.44630136986	303732.78926027403	190.0611111111111	1808742.283666667	19.45959595959596	388919.0520202017	67437.232650567	36587.6921045939
C	C28	C281	C2819	683515.2710601981	204202.65830188678	148.31234866828086	386147.67431684583	14.621406727828747	117433.18963952568	42213.14731889585	51431.24660710527
C	C28	C282	C2821	141930.30948863633	61801.171458333345	98.3638888888889	202669.08158333314	12.620134730538922	58829.78509730539	57623.34822097693	43764.3433389274
C	C28	C282	C2822	58821.14987654322	16611.13345679012	96.35555555555555	98417.28622222225	25.832335329341316	117444.18317365271	27340.41896242125	43908.08811910504
C	C28	C282	C2823	40553.31910256409	3030.206025641026	73.24	45190.863999999994	10.923664122137405	31376.964045801527	27180.494788697317	24942.073253381193
C	C28	C282	C2824	212573.7005000001	44226.8747	147.2633744855967	267951.8220987653	15.725521669341894	93503.30491171763	70445.22866241318	60161.01894677875
C	C28	C282	C2825	140667.01684210522	65779.18432748537	124.66379310344827	161528.9511206897	9.932203389830509	74229.10612052736	52519.986639418334	35002.092583129364
C	C28	C282	C2826	30462.918080808082	55023.204595959614	63.56666666666667	180893.54655555554	7.858303249097473	17215.294169675093	36297.32646331306	21652.538004973514
C	C28	C282	C2829	884923.4904132228	58904.68045454547	131.5868263473054	173294.07955089817	20.678977272727273	150796.15936552992	21233.022455433806	44081.32449438875
C	C29	C291	C2910	26269626.498085104	2593742.4690425536	335.2450980392157	25798010.7217647	53.574074074074076	49994086.88938273	53594.821320046554	54818.0058782561
C	C29	C292	C2920	313151.4673584905	357092.36320754705	176.66525423728814	799890.2410593217	17.50764778834229	121654.70014468797	37517.86163302512	47905.02994383184
C	C29	C293	C2930	408973.7033139533	304493.68031976745	207.79901960784315	1016457.3102450977	37.92578548212351	535469.3313813666	47829.12780487719	42545.92918056857
C	C30	C301	C3011	929203.9902341141	178810.50080267564	99.78554778554779	411333.7980186482	5.889345794392523	162607.3641308411	13161.093158289019	48841.23185073238
C	C30	C301	C3012	34854.75349514564	31910.08427184466	46.983050847457626	126270.35915254235	7.651452282157677	26299.059232365144	34514.97444886281	85630.01224253584
C	C30	C302	C3020	501414.3071590908	248096.83988636368	266.8988764044944	731721.2162921348	19.79059829059829	646337.0374358977	84087.1872786435	38849.774514101344
C	C30	C303	C3030	133691.16328671324	47558.67405594405	114.52325581395348	213380.1020930233	8.104972375690608	148742.13230202568	60822.94460268366	80531.69203562106
C	C30	C304	C3040	124496.58000000002	20940.520000000008	270.0	158211.97499999995	15.454545454545455	125925.55454545458	52394.66077600344	89195.77933884297
C	C30	C309	C3091	3036581.836666667	584054.1855555556	274.39240506329116	1003069.2250632909	58.785714285714285	3402379.9893877553	25392.847728260807	56165.39773438379
C	C30	C309	C3092	205928.2859523808	48049.00666666667	102.64	273943.5432	26.056338028169016	155700.2292957746	11065.925104748078	100348.28315966149
C	C30	C309	C3099	9587.477142857142	0.0			5.25	10147.744999999999		100667.68650793651
C	C31	C310	C3100	744442.1977513079	437133.7096397441	137.07193798449612	468048.07675969065	7.992894736842105	50196.25610829964	42132.690261374155	41697.79959775624
C	C32	C321	C3211	83851.67915492965	47540.32434607646	79.8740157480315	170875.6965879265	11.699276817999197	16180.39154881475	43220.62923889233	77457.73269960124
C	C32	C321	C3212	9032.806617647055	7919.988921568627	72.23529411764706	65313.483823529416	6.241059602649007	5550.2915496688765	70996.16555490687	80826.9526622767
C	C32	C322	C3220	21950.610751879703	9420.43857142857	87.25	131821.81750000003	7.065134099616858	8861.626858237545	57517.507416509325	35969.00683049986
C	C32	C323	C3230	56281.75324503309	17972.92986754967	114.44680851063829	105941.83574468085	13.749606299212598	23927.54034645669	98084.61353307069	67891.98611188482
C	C32	C324	C3240	122536.78881944444	80513.22920138891	120.8314606741573	268501.90084269666	8.176194205168363	49174.11048551291	49314.24666689803	44004.20473958725
C	C32	C325	C3250	448574.37085616443	125742.54547945208	138.74137931034483	331855.46837643674	11.439952996474736	68965.98999294963	33467.65373145909	45846.28435093221
C	C32	C329	C3290	483349.7006857143	289738.2142142859	96.95652173913044	745465.3464530889	18.478948896631824	85452.98657665504	50329.49504936866	65519.77793175201
C	C33	C331	C3311	112563.22265625004	39994.26609375	183.37878787878788	540774.4190909094	10.33864118895966	46908.40377919325	35026.880944320495	57104.11148068589
C	C33	C331	C3312	532296.1652908281	196541.68646532437	132.06380208333334	245042.37582682306	13.8723063366178	82753.6908018908	39886.42859216337	51860.46883779682
